order_id,seller_id,created_at,updated_at,cancelled_at,discount,email,customer,address,notes,items
6d9f483e-473c-365e-937e-41ef1ff396de,3be1f9d6-3077-3d1b-b7b1-0be0b7d5c820,2025-10-23T03:18:00+00:00,,,39.4,reggie33@gmail.com,"Blair Schmeler","{""street"":""65260 Taya Forges"",""city"":""West Linwoodberg"",""zip"":""58891"",""country"":""Benin""}","[""Et perspiciatis ut quo sunt odio odit."",""Voluptas doloribus et et architecto et dolorem."",""Aliquam et eum sequi corrupti tenetur sit."",""Molestias totam tenetur culpa."",""Optio perspiciatis veniam dolor veniam sed sit.""]","[{""sku"":""SKU_0002"",""quantity"":3,""price"":437.5}]"
2c2487d6-d5e9-3940-9055-49bd720b6875,3be1f9d6-3077-3d1b-b7b1-0be0b7d5c820,2025-07-09T02:09:32+00:00,,,,bartoletti.carmel@yahoo.com,"Alanis Gibson","{""street"":""45109 Ledner Stream Apt. 244"",""city"":""Schuppechester"",""zip"":""03383-1153"",""country"":""Lithuania""}","[""Soluta sit doloribus non enim."",""Dolore quia eum cupiditate quia nihil."",""Corrupti et aperiam debitis corrupti quasi vero.""]","[{""sku"":""SKU_0004"",""quantity"":1,""price"":282.63},{""sku"":""SKU_0003"",""quantity"":5,""price"":292.53}]"
79d4618f-1273-3b22-a395-5cf8f2b2e235,81686dec-2e4b-3d1d-b981-4ac3d2e75cff,2025-01-01T18:56:48+00:00,2025-01-04T18:56:48+00:00,,,jerad06@weimann.com,"Nettie Boehm","{""street"":""530 Nitzsche Ranch"",""city"":""Angelinaton"",""zip"":""87810-3739"",""country"":""Dominican Republic""}","[""Ea voluptatem quis repellat labore eaque et voluptas."",""Nihil odit et aut eum quo id quidem."",""Maiores aut dolores expedita voluptatem aspernatur enim.""]","[{""sku"":""SKU_0004"",""quantity"":10,""price"":282.63}]"
90e51538-b4ae-33b4-95db-52cd9060dabc,3be1f9d6-3077-3d1b-b7b1-0be0b7d5c820,2025-05-09T15:48:38+00:00,,,,labadie.william@yahoo.com,"Maryjane Cremin","{""street"":""14986 Sipes Squares Suite 932"",""city"":""Christiansenland"",""zip"":""39681"",""country"":""Luxembourg""}","[""Voluptatem quo cum repellat debitis et.""]","[{""sku"":""SKU_0005"",""quantity"":5,""price"":48.61},{""sku"":""SKU_0002"",""quantity"":4,""price"":437.5},{""sku"":""SKU_0004"",""quantity"":6,""price"":282.63}]"
ed5aa088-2652-3e1a-9fa4-33b8f4328a16,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-10-11T14:20:12+00:00,,,,kyle.kassulke@hotmail.com,"Harley Conroy","{""street"":""731 Kirlin Dale Apt. 031"",""city"":""West Keith"",""zip"":""27983-9417"",""country"":""Uzbekistan""}","[""Veniam aperiam eaque est distinctio quia tempore."",""Est velit exercitationem consequuntur facere sed quod."",""Enim ea molestias vitae beatae minima ut."",""Nobis est suscipit et."",""Esse ad ea cum sint at sit adipisci repudiandae.""]","[{""sku"":""SKU_0004"",""quantity"":6,""price"":282.63},{""sku"":""SKU_0005"",""quantity"":9,""price"":48.61},{""sku"":""SKU_0003"",""quantity"":10,""price"":292.53},{""sku"":""SKU_0005"",""quantity"":10,""price"":48.61}]"
7914272a-7182-3571-8aa7-a20320601193,81686dec-2e4b-3d1d-b981-4ac3d2e75cff,2025-08-07T05:03:31+00:00,,,36.15,hintz.guillermo@yahoo.com,"Thalia Lockman","{""street"":""60167 Bernhard Brook"",""city"":""Gayletown"",""zip"":""22338-5942"",""country"":""Ghana""}","[""Dicta perspiciatis exercitationem dicta consequatur et ullam."",""Reprehenderit illum ea voluptates sed.""]","[{""sku"":""SKU_0003"",""quantity"":10,""price"":292.53},{""sku"":""SKU_0003"",""quantity"":1,""price"":292.53},{""sku"":""SKU_0004"",""quantity"":8,""price"":282.63},{""sku"":""SKU_0005"",""quantity"":10,""price"":48.61}]"
ec96d879-43b0-3739-b6d7-5dceae5d9e9f,81686dec-2e4b-3d1d-b981-4ac3d2e75cff,2025-05-21T11:30:38+00:00,2025-05-23T11:30:38+00:00,,33.73,mckenna.huel@parisian.com,"Fiona Christiansen","{""street"":""46265 Bonnie Dam"",""city"":""Farrellshire"",""zip"":""25057-1289"",""country"":""Mongolia""}","[""Voluptas soluta odit aut."",""Tenetur magni quam nihil officia ut est earum."",""Aut qui dicta et necessitatibus.""]","[{""sku"":""SKU_0003"",""quantity"":10,""price"":292.53}]"
5c6b8c24-e435-3ee2-a717-df78ccae5f52,d889cb1e-126a-3447-b15d-6961e3b1915e,2025-08-28T05:36:07+00:00,,,46.27,dubuque.raoul@hotmail.com,"Abelardo Towne","{""street"":""3918 Christop Lock"",""city"":""East Elodychester"",""zip"":""84691"",""country"":""Chile""}","[""Quia vel iure occaecati voluptates in minus rerum et."",""Non harum ea ipsum minus temporibus est."",""Itaque occaecati qui autem excepturi accusantium sit.""]","[{""sku"":""SKU_0005"",""quantity"":10,""price"":48.61},{""sku"":""SKU_0005"",""quantity"":6,""price"":48.61},{""sku"":""SKU_0002"",""quantity"":5,""price"":437.5},{""sku"":""SKU_0005"",""quantity"":4,""price"":48.61}]"
0deae83c-dc39-3f7a-ad31-c702e4142fc0,d889cb1e-126a-3447-b15d-6961e3b1915e,2025-02-09T21:13:14+00:00,2025-02-10T21:13:14+00:00,,7.87,connelly.domingo@will.com,"Coby Casper","{""street"":""19483 Tess Way Suite 897"",""city"":""Lake Ericaburgh"",""zip"":""99433-0535"",""country"":""Armenia""}","[""Corrupti id omnis dolor at consectetur dicta rem vero."",""Nemo dolor porro adipisci."",""Quibusdam pariatur tempore quia earum ex et et repellat."",""Tempora ullam atque et quo ipsum.""]","[{""sku"":""SKU_0002"",""quantity"":6,""price"":437.5}]"
d4069f4e-934a-3f93-bb82-1ec24ca466b4,81686dec-2e4b-3d1d-b981-4ac3d2e75cff,2025-08-12T16:27:27+00:00,2025-08-15T16:27:27+00:00,,,charity.adams@gorczany.org,"Guy Swaniawski","{""street"":""59628 Monty Hollow"",""city"":""Nitzschetown"",""zip"":""21078-3043"",""country"":""Grenada""}","[""Eos voluptas eaque aperiam hic ut ut."",""Placeat cumque aliquid voluptatem.""]","[{""sku"":""SKU_0002"",""quantity"":7,""price"":437.5},{""sku"":""SKU_0003"",""quantity"":2,""price"":292.53},{""sku"":""SKU_0003"",""quantity"":4,""price"":292.53},{""sku"":""SKU_0004"",""quantity"":3,""price"":282.63}]"
05d767a3-4355-37bf-b286-f03d78615273,4c744572-2045-32e7-8f9c-017b8fc21240,2025-10-22T14:54:04+00:00,,,,rlangosh@harris.info,"Elsie Von","{""street"":""9918 Merlin Heights Suite 008"",""city"":""Jeffryport"",""zip"":""68174"",""country"":""San Marino""}","[""Ipsum a nihil facere animi debitis id velit."",""Ut magni eum nulla eum provident quasi enim."",""Nemo minus ratione occaecati sapiente nam modi.""]","[{""sku"":""SKU_0002"",""quantity"":3,""price"":437.5},{""sku"":""SKU_0003"",""quantity"":7,""price"":292.53},{""sku"":""SKU_0003"",""quantity"":2,""price"":292.53},{""sku"":""SKU_0002"",""quantity"":1,""price"":437.5}]"
3ee1bf20-4eef-3100-8cff-6fc0f8d5a5c1,3be1f9d6-3077-3d1b-b7b1-0be0b7d5c820,2025-02-22T19:25:19+00:00,,,,stella54@windler.com,"Amiya Kautzer","{""street"":""39355 Gleichner Heights Suite 618"",""city"":""West Walkerhaven"",""zip"":""26116-9281"",""country"":""Mali""}","[""Sed non aliquid cumque quia vitae."",""Consectetur consequatur voluptas laboriosam est vitae reprehenderit."",""Consequatur sit culpa vitae."",""Consequatur est vero fugit rerum optio est dignissimos dolorem."",""Itaque deleniti ad quis sapiente.""]","[{""sku"":""SKU_0003"",""quantity"":7,""price"":292.53}]"
3f69719d-e7fe-3ee9-b048-9e7ae7e0df9d,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-08-17T16:58:02+00:00,,,,alisa74@yahoo.com,"Reymundo Turcotte","{""street"":""7852 Kassulke Pine Suite 691"",""city"":""Reillyton"",""zip"":""78239"",""country"":""Guyana""}","[""Et sequi architecto enim cupiditate ut repudiandae est.""]","[{""sku"":""SKU_0005"",""quantity"":8,""price"":48.61}]"
b222f8db-7c93-381d-868a-cf5302a26752,4c744572-2045-32e7-8f9c-017b8fc21240,2025-05-21T00:27:36+00:00,,,,haleigh.wyman@gmail.com,"Hyman Howe","{""street"":""817 Skiles Land"",""city"":""West Vada"",""zip"":""64214-9302"",""country"":""Angola""}","[""Dolorem optio voluptatum beatae aspernatur esse.""]","[{""sku"":""SKU_0003"",""quantity"":8,""price"":292.53},{""sku"":""SKU_0004"",""quantity"":4,""price"":282.63},{""sku"":""SKU_0005"",""quantity"":5,""price"":48.61},{""sku"":""SKU_0004"",""quantity"":6,""price"":282.63}]"
73d17457-ee38-39e6-9669-34f0161d21f5,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-03-11T17:49:02+00:00,2025-03-11T21:49:02+00:00,2025-03-11T21:49:02+00:00,32.31,dock20@hotmail.com,"Marguerite O'Hara","{""street"":""58344 Weimann Oval"",""city"":""Hesselport"",""zip"":""87278-3038"",""country"":""Estonia""}","[""Minus qui rerum labore natus quod."",""Voluptas exercitationem voluptatem tenetur quis in placeat laboriosam facere."",""Est repellat aperiam ea."",""Sunt ipsam recusandae suscipit incidunt ullam ut sunt molestiae.""]","[{""sku"":""SKU_0004"",""quantity"":4,""price"":282.63},{""sku"":""SKU_0002"",""quantity"":2,""price"":437.5},{""sku"":""SKU_0003"",""quantity"":6,""price"":292.53},{""sku"":""SKU_0003"",""quantity"":8,""price"":292.53}]"
690dd87f-2e2e-31de-b823-820ac687b981,4c744572-2045-32e7-8f9c-017b8fc21240,2025-06-06T15:45:51+00:00,,,,darby01@gmail.com,"Jammie Aufderhar","{""street"":""32960 Matilde Ford Suite 463"",""city"":""South Heidifurt"",""zip"":""38425"",""country"":""Australia""}","[""Nam fugit voluptatum sit et."",""Optio autem ducimus et illo ad."",""Tenetur delectus qui qui voluptas ut fugit."",""Amet ut voluptas ut rem voluptates doloribus provident.""]","[{""sku"":""SKU_0005"",""quantity"":5,""price"":48.61}]"
fb25a55d-f4f7-32ed-9b88-1fbb2476eb68,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-02-15T23:58:30+00:00,,,,muhammad18@hotmail.com,"Madalyn McDermott","{""street"":""97235 Kiarra Street"",""city"":""Stokestown"",""zip"":""95638"",""country"":""Colombia""}","[""Inventore aliquam inventore repellendus dolores occaecati veritatis facere."",""Dolores ratione qui enim magnam quisquam commodi."",""Aut deleniti illo rem quibusdam."",""Omnis deserunt neque aut vel enim."",""Pariatur sunt consectetur qui temporibus ipsum qui nihil eligendi.""]","[{""sku"":""SKU_0005"",""quantity"":6,""price"":48.61},{""sku"":""SKU_0002"",""quantity"":7,""price"":437.5}]"
22c4bfb0-e592-3642-9c9b-7af166def46a,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-09-02T00:57:48+00:00,,,,jonathon22@mcglynn.com,"Rosella Nitzsche","{""street"":""441 Delaney Islands"",""city"":""Lake Dasiamouth"",""zip"":""97829-6692"",""country"":""Maldives""}","[""Quia odit perspiciatis sit repudiandae."",""Rerum veritatis eius quia laborum voluptatem vel."",""Error qui et cupiditate aut ducimus reprehenderit quia.""]","[{""sku"":""SKU_0004"",""quantity"":5,""price"":282.63},{""sku"":""SKU_0003"",""quantity"":7,""price"":292.53}]"
bc557c55-6a03-3e41-973e-e2ff7a023355,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-07-15T12:41:46+00:00,,,,logan.keeling@shields.net,"Theodore Kertzmann","{""street"":""979 Jacques Via"",""city"":""Mariomouth"",""zip"":""78697"",""country"":""Iceland""}","[""Ea ea pariatur ea nobis hic voluptatem perferendis."",""Eum officiis occaecati iste vero molestiae necessitatibus.""]","[{""sku"":""SKU_0005"",""quantity"":7,""price"":48.61},{""sku"":""SKU_0002"",""quantity"":2,""price"":437.5},{""sku"":""SKU_0005"",""quantity"":2,""price"":48.61},{""sku"":""SKU_0004"",""quantity"":9,""price"":282.63}]"
5ecc4acc-15bf-369e-be57-761d693e3f8e,81686dec-2e4b-3d1d-b981-4ac3d2e75cff,2025-07-31T22:47:37+00:00,,,6.82,shanahan.leanne@kozey.info,"Oral Sporer","{""street"":""5153 D'angelo Hollow"",""city"":""Bartellland"",""zip"":""62313"",""country"":""Israel""}","[""Vero aut ut quia porro.""]","[{""sku"":""SKU_0003"",""quantity"":9,""price"":292.53},{""sku"":""SKU_0004"",""quantity"":10,""price"":282.63},{""sku"":""SKU_0003"",""quantity"":10,""price"":292.53}]"
a93216e4-65f7-392f-8245-83738d1472e0,81686dec-2e4b-3d1d-b981-4ac3d2e75cff,2025-02-11T02:57:30+00:00,2025-02-14T02:57:30+00:00,,45.76,oweimann@stamm.com,"Abagail Mohr","{""street"":""91545 Eden Court Apt. 337"",""city"":""Port Harmony"",""zip"":""95392-5521"",""country"":""Montenegro""}","[""Ut velit iste esse numquam praesentium.""]","[{""sku"":""SKU_0002"",""quantity"":10,""price"":437.5},{""sku"":""SKU_0005"",""quantity"":9,""price"":48.61},{""sku"":""SKU_0003"",""quantity"":10,""price"":292.53}]"
59fec643-ad0d-3b2b-a1bc-48f6463a2deb,3be1f9d6-3077-3d1b-b7b1-0be0b7d5c820,2025-09-30T10:37:59+00:00,2025-10-01T10:37:59+00:00,,,adell.krajcik@wyman.biz,"Pansy Collins","{""street"":""24990 Dayton Ways"",""city"":""Port Dejahport"",""zip"":""74232"",""country"":""Denmark""}","[""Tempore voluptatem aperiam nulla totam repudiandae."",""Nisi repellendus ad quae iusto aut consequuntur.""]","[{""sku"":""SKU_0004"",""quantity"":9,""price"":282.63},{""sku"":""SKU_0002"",""quantity"":5,""price"":437.5},{""sku"":""SKU_0005"",""quantity"":10,""price"":48.61},{""sku"":""SKU_0005"",""quantity"":10,""price"":48.61}]"
c628c0b1-529c-342f-a21e-9d4866f5751b,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-09-10T22:40:01+00:00,,,29.46,arne07@yahoo.com,"Katelyn Macejkovic","{""street"":""610 Leonor Fork Apt. 171"",""city"":""North Gladyceberg"",""zip"":""78106"",""country"":""Namibia""}","[""Ad vero dolorem non.""]","[{""sku"":""SKU_0003"",""quantity"":10,""price"":292.53}]"
3af9160a-1d00-30c0-9e02-e3d000705093,3be1f9d6-3077-3d1b-b7b1-0be0b7d5c820,2025-09-01T08:45:08+00:00,,,,eloise.hilpert@torp.com,"Mellie Little","{""street"":""51741 Franecki Throughway Suite 116"",""city"":""Nedstad"",""zip"":""74697-4376"",""country"":""Palau""}","[""Quasi sunt eos similique vel vero voluptatum."",""Blanditiis voluptatem consequatur sit sequi."",""Architecto iure harum in dolor sunt et est."",""Non veniam neque dolores impedit molestiae.""]","[{""sku"":""SKU_0005"",""quantity"":8,""price"":48.61},{""sku"":""SKU_0005"",""quantity"":4,""price"":48.61}]"
d566440f-606f-3384-b981-0cae46679ccd,d889cb1e-126a-3447-b15d-6961e3b1915e,2025-05-08T04:17:40+00:00,2025-05-09T04:17:40+00:00,,,alford.carroll@gmail.com,"Rashawn Zemlak","{""street"":""2422 Cornell Cliffs Suite 114"",""city"":""Feestport"",""zip"":""80892"",""country"":""Ukraine""}","[""Numquam in quisquam pariatur ut ut iusto.""]","[{""sku"":""SKU_0005"",""quantity"":4,""price"":48.61}]"
4201b04c-f562-36bd-aa65-897a97ea451b,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-08-05T17:29:25+00:00,,,,jarret31@johnston.com,"Alec Fahey","{""street"":""395 Graham Mission Suite 473"",""city"":""Deliafurt"",""zip"":""82695"",""country"":""Dominican Republic""}","[""A perspiciatis qui asperiores et modi ut."",""Quibusdam est dignissimos est nam reiciendis expedita inventore aut.""]","[{""sku"":""SKU_0002"",""quantity"":10,""price"":437.5},{""sku"":""SKU_0004"",""quantity"":8,""price"":282.63},{""sku"":""SKU_0004"",""quantity"":1,""price"":282.63}]"
c16a6e0b-f1be-3a7e-a5c9-473723a6cd6f,81686dec-2e4b-3d1d-b981-4ac3d2e75cff,2025-01-12T16:59:50+00:00,,,,vkreiger@hauck.net,"Silas Ankunding","{""street"":""45430 Domenica Roads"",""city"":""Miraclemouth"",""zip"":""41725"",""country"":""Dominica""}","[""Enim architecto est corrupti error sint hic ut quis."",""Repellendus in praesentium et aut ducimus."",""Aut deleniti qui tempore vel."",""Quo rerum quidem id minima rerum a.""]","[{""sku"":""SKU_0002"",""quantity"":3,""price"":437.5},{""sku"":""SKU_0003"",""quantity"":10,""price"":292.53}]"
9e7aecad-b4b8-3887-b1c0-d88a926e4ada,d889cb1e-126a-3447-b15d-6961e3b1915e,2025-01-13T05:12:26+00:00,,,41.62,herminia05@fisher.com,"Lila Zulauf","{""street"":""59774 Dandre Drive"",""city"":""Lake Devynville"",""zip"":""11586"",""country"":""Germany""}","[""Modi eaque amet sint tenetur blanditiis."",""Similique laboriosam magni magni cupiditate et expedita amet.""]","[{""sku"":""SKU_0003"",""quantity"":4,""price"":292.53},{""sku"":""SKU_0003"",""quantity"":9,""price"":292.53},{""sku"":""SKU_0003"",""quantity"":4,""price"":292.53},{""sku"":""SKU_0004"",""quantity"":1,""price"":282.63}]"
4970899e-85c7-3357-affa-7e29d33ce348,b3511b96-ff1d-3a4a-8c72-a81e5d0f4668,2025-08-24T04:26:11+00:00,2025-08-24T09:26:11+00:00,2025-08-24T09:26:11+00:00,,alicia.moen@heidenreich.com,"Odell Lockman","{""street"":""8851 Cremin Vista"",""city"":""New Alysaport"",""zip"":""67425"",""country"":""Brunei Darussalam""}","[""Cum debitis aut quas omnis voluptatem."",""Eum voluptatem cum totam et quod adipisci excepturi."",""Voluptas in amet ipsa."",""Nostrum odio ab enim quis praesentium.""]","[{""sku"":""SKU_0002"",""quantity"":7,""price"":437.5},{""sku"":""SKU_0005"",""quantity"":2,""price"":48.61},{""sku"":""SKU_0004"",""quantity"":5,""price"":282.63},{""sku"":""SKU_0004"",""quantity"":2,""price"":282.63}]"
c4eee782-7db7-3909-a3e1-044f227639f8,d889cb1e-126a-3447-b15d-6961e3b1915e,2025-09-03T02:40:58+00:00,,,,schultz.michel@gmail.com,"Felicita Dicki","{""street"":""1545 Lera Center Suite 382"",""city"":""Grimesburgh"",""zip"":""61981"",""country"":""Switzerland""}","[""Qui impedit et sequi molestias."",""Atque nesciunt quis aut voluptas."",""Ipsum ipsam ea aperiam doloribus."",""Id a aliquid eum et."",""Et rerum voluptates quas commodi.""]","[{""sku"":""SKU_0003"",""quantity"":8,""price"":292.53},{""sku"":""SKU_0002"",""quantity"":2,""price"":437.5}]"
9000766b-d913-3f4d-bf77-ad8b9f61042d,d889cb1e-126a-3447-b15d-6961e3b1915e,2025-04-28T02:51:38+00:00,,,,rolando66@daugherty.com,"Vivian Purdy","{""street"":""745 Watsica Cliffs Apt. 852"",""city"":""Aufderharborough"",""zip"":""36363"",""country"":""Ukraine""}","[""Harum labore voluptatibus sed consequatur omnis quia."",""Animi in officia totam aut vel iure autem.""]","[{""sku"":""SKU_0004"",""quantity"":10,""price"":282.63}]"
7de5f3ab-1ee3-34a3-a02c-308cf9810f21,81686dec-2e4b-3d1d-b981-4ac3d2e75cff,2025-01-01T13:35:42+00:00,,,,estella.marquardt@rippin.org,"Richmond Hermann","{""street"":""7782 Lavina Dale"",""city"":""North Clarabelleland"",""zip"":""00577"",""country"":""Falkland Islands (Malvinas)""}","[""Et aliquam sint quo vel inventore maiores."",""Ipsum ea harum inventore quia esse et."",""Asperiores quaerat eos quae dolores."",""Optio velit voluptatem vero aliquid ut hic."",""In alias totam ea quod.""]","[{""sku"":""SKU_0002"",""quantity"":5,""price"":437.5}]"
8cdba91e-f51a-34fe-9f77-56cfff97b7e9,3be1f9d6-3077-3d1b-b7b1-0be0b7d5c820,2025-02-09T02:53:40+00:00,,,20.95,rico28@hotmail.com,"Bennett Larson","{""street"":""76073 Candido Plaza Apt. 853"",""city"":""Idellburgh"",""zip"":""92721"",""country"":""Bahrain""}","[""Autem excepturi et corporis dolor nisi."",""Sint inventore nostrum aut dolor dignissimos alias."",""Laudantium rerum quibusdam nesciunt sit rerum omnis doloribus."",""Soluta autem aspernatur ut.""]","[{""sku"":""SKU_0005"",""quantity"":7,""price"":48.61},{""sku"":""SKU_0005"",""quantity"":7,""price"":48.61},{""sku"":""SKU_0004"",""quantity"":7,""price"":282.63}]"
e4749941-4f82-3dad-a0e6-c3404ba713a9,3be1f9d6-3077-3d1b-b7b1-0be0b7d5c820,2025-05-25T18:44:00+00:00,2025-05-28T18:44:00+00:00,,,sporer.kelvin@yahoo.com,"Gay Koss","{""street"":""7342 Hills Knolls Suite 539"",""city"":""Ebertmouth"",""zip"":""92281"",""country"":""Lithuania""}","[""Eveniet natus aut sed accusantium asperiores."",""Omnis quaerat molestiae molestiae saepe aut quae commodi.""]","[{""sku"":""SKU_0002"",""quantity"":6,""price"":437.5}]"
